File,ESTC ID,Title,Author,Printer,Location,City,Subject,Notes,Misc.,Category,Genre,Genre Category
MJ-MI-List-with-genre-categories.csv,W32727,"The Gentleman and citizen's pocket almanac, by William Evitt, printer. For the year 1772. Fitted to the use of Pennsylvania and the neighbouring provinces. ",AnonW32727,"Evitt, William","The sign of the Bible-in-Heart, in Strawberry Alley, opposite the Bull's Head Tavern",P,Almanacs.; Almanacs -- Pennsylvania -- 1772.; Advertisements -- Drugs.,"Advertisement for the drug store of Thomas Preston, p. [38].",,,,three or four
MJ-MI-List-with-genre-categories.csv,W34780,"By the Honourable John Penn, Esquire, lieutenant-governor ... of Pennsylvania ... A proclamation. Whereas it appears ... that a certain Lazarus Stewart ... being joined by a number of other lawless people ... Given under my hand ... at Philadelphia, ",Pennsylvania. Lieutenant Governor,"Hall, D.; Sellers, W.",,P,"Ogden, Nathan, -1771.; Stewart, Lazarus, approximately 1734-1778.Bounties -- Pennsylvania.; Crime -- Pennsylvania.; Murder -- Pennsylvania -- Wyoming.Wyoming (Pa.) -- History.Broadsides.","Offering a reward for the apprehension of Lazarus Stewart and his accomplices for their attack on the settlers at Wyoming, Pa., and the murder, there, of Nathan Ogden.; Signed: John Penn. By his honour's command, Joseph Shippen, Junior, secretary.",Governor from 1763-1771,,,seven
MJ-MI-List-with-genre-categories.csv,W34781,"An act for preventing tumults and riotous assemblies, and for the more speedy and effectual punishing the rioters. Whereas of late several dangerous riots and tumults have been in the back parts of this province ... Be it enacted by the Honourable ",Pennsylvania.,"Hall, D.; Sellers, W.",,P,"Riots -- Pennsylvania.Pennsylvania -- History -- Colonial period, ca. 1600-1775.; Pennsylvania -- Politics and government -- To 1775.Broadsides.","Issued by the governor February 9 1771."" The governing proprietors of the province Thomas and Richard Penn were in England at this time and John Penn was acting as governor in their behalf.; David Hall and William Sellers were printers for the provincial government in 1771.""",,,,eight
MJ-MI-List-with-genre-categories.csv,W34782,"To the merchants and other inhabitants of Pennsylvania. That Baltimore town, in Maryland, has within a few years past carried off from this city, almost the whole of the trade of Fredrick [sic], York, Bedford, and Cumberland counties, is a fact of ge",Friend to trade.,,,P,Roads -- Pennsylvania.; Roads -- Maryland.; Canals -- Pennsylvania.; Canals -- Maryland.; Ferries -- Pennsylvania.Pennsylvania -- Commerce.; Maryland -- Commerce.Broadsides.,"Recommending canals between the Chesapeake and Delaware, and the Susquehanna and Schuykill Rivers; free ferry service across the Susquehanna River; and improvement and maintenance of the turnpike between Lancaster and Philadelphia, as means for recovering trade.; Signed and dated: A friend to trade. Philadelphia, Dec. 13, 1771.",,,,seven
MJ-MI-List-with-genre-categories.csv,W35251,To the public.However justifiable my resentment and indignation might be against Mr. Moore Furman ,"Wikoff, Isaac.",,,P,"Furman, Moore, 1728-1808. To the public. Though the citizens have been appealed to by Isaac Wikoff ...Alcoholic beverage industry -- Pennsylvania.; Alcoholic beverage industry -- New Jersey.; Liquors -- Gaging and testing.; Rum.","Caption title.; Signed and dated on p. [4]: Isaac Wikoff. October 26, 1771. Responding to Moore Furman's charges published July 31, 1771 (Evans 12053). Includes additional affidavits supporting his innocence against charges that he had adulterated the quality and falsified accounts of the quantity of rum which he had sold in Pennsylvania and New Jersey, cf. Evans 12287.",,,,seven
MJ-MI-List-with-genre-categories.csv,W35772,"Observations on the late law for regulating the nightly watch, fixing lamps, and taking care of the pumps, in the city of Philadelphia---humbly offered to the consideration of the inhabitants of the said city",AnonW35772,,,P,Fire extinction -- Water-supply.; Water-supply -- Pennsylvania -- Philadelphia.; Watchmen.; Public works -- Pennsylvania -- Philadelphia.Philadelphia (Pa.) -- Water-supply.; Philadelphia (Pa.) -- Politics and government.Broadsides.,"Dated: Philadelphia, January 10, 1771.",,,,seven
MJ-MI-List-with-genre-categories.csv,W35894,"Now in the press, and next week will be published, for the benefit of my fellow citizens and their posterity. (In octavo) The true art of mixing every kind of wine and spirits, so as to retain the flavour of either sort you desire; and the invaluable",AnonW35894,,,P,"Wikoff, Isaac.; Furman, Moore, 1728-1808.Alcoholic beverage industry -- Pennsylvania -- Anecdotes.; Alcoholic beverage industry -- New Jersey -- Anecdotes.; Liquors -- Gaging and testing -- Anecdotes.; Rum.Broadsides.","Relating to the Wikoff Furman and Irwin controversy.""--Evans.; Imprint supplied by Evans.""",,,,three
MJ-MI-List-with-genre-categories.csv,W36231,"The New-England primer enlarged. For the more easy attaining the true reading of English. To which is added, the Assembly's catechism",AnonW36231,"Hall, D.; Sellers, W.",Market-street,P,"George III, King of Great Britain, 1738-1820 -- Portraits.Congregational churches -- Catechisms.Primers (Instructional books) -- 1771.; Catechisms.; Juvenile literature -- 1771.",Frontispiece portrait of King George III.; With a half-title.,,,,four
MJ-MI-List-with-genre-categories.csv,W36699,"A New song, in high vogue in Northampton county, in the province of Pennsylvania. (To the tune of Bold Sawyer.)",AnonW36699,,,P,Paxton Boys -- Poetry.Broadside poems.; Broadsides.; Songs.,"Song in thirteen stanzas, first line: This province has been famous for most excellent laws.; Parentheses substituted for square brackets in title transcription.; Text in two columns.",Printed for the author,,,six or seven
MJ-MI-List-with-genre-categories.csv,W36868,"Poor Will's almanack, for the year of our Lord, 1772 ... Fitted to the latitude of forty degrees, and a meridian of near five hours west from London. ... By William Andrews, philomat",AnonW36868,"Crukshank, Joseph","Third-Street, near the Harp-and-Crown Tavern, and opposite the work-house",P,Almanacs.; Almanacs -- Pennsylvania -- 1772.; Booksellers' advertisements -- Pennsylvania -- Philadelphia.,"William Andrews"" is a pseudonym intended to evoke the English astrologer of that name (fl. 1656-1683). The calculations and astronomical notes on the calendar pages are nearly all identical with those in The Pennsylvania town and country-man's almanack for 1772 (Wilmington) by John Tobler. A few adjustments have been made in the calculations for the sun and tides and a few notes have been added or omitted evidently by a later hand.; Though the Tobler almanacs issued after his death in 1765 have been attributed to his son John the publisher's preface to the South Carolina and Georgia almanack for 1765 (Savannah) states that Tobler's calculations had then been completed up to 1800. The later almanacs contain no indication that Tobler Junior is the author.; Advertised in the Pennsylvania packet Philadelphia Nov. 4 1771.; The Anatomy is the only illustration.; Printer's advertisement""",,,,three or four
MJ-MI-List-with-genre-categories.csv,W36872,"The Universal American almanack, or yearly magazine. Fitted to the latitude of 40 degrees, and a meridian of near five hours west from London; but may, without sensible error, serve all the northern provinces. For the year of our Lord 1772 ... By A",AnonW36872,"Evitt, William","The Bible-in-Heart, in Strawberry-Alley, opposite the Bull's-Head Tavern",P,Almanacs.; Almanacs -- Pennsylvania -- 1772.; Advertisements -- Drugs.; Booksellers' advertisements -- Pennsylvania -- Philadelphia.,"The pseudonym Andrew Aguecheek is taken from the character in Shakespeare's Twelfth night.; The calculator was John Tobler, apparently with revisions by a later hand. The calculations on the calendar pages duplicate those in his Pennsylvania town and country-man's almanack for 1772 (Wilmington). The astronomical notes on these pages are also Tobler's, with some additions and omissions. A column for the moon's age replaces that for tides.; Though the Tobler almanacs issued after his death in 1765 have been attributed to his son John, the publisher's preface to the South Carolina and Georgia almanack for 1765 (Savannah) states that Tobler's calculations had then been completed up to 1800. The later almanacs contain indication that Tobler Junior is the author.; The calendar pages and other astronomical matter are printed from the same setting of type as that used in Poor Robin's almanack fo",,,,three or four
MJ-MI-List-with-genre-categories.csv,W36896,"Poor Robin's almanack, fitted to the latitude of Pennsylvania and the neighbouring provinces, for the year of our Lord, 1772 ... By Robert More, Esq; philom",AnonW36896,"Evitt, William","The sign of the Bible-in-Heart, in Strawberry-Alley, opposite the Bull's-Head Tavern",P,Almanacs.; Almanacs -- Pennsylvania -- 1772.; Booksellers' advertisements -- Pennsylvania -- Philadelphia.; Advertisements -- Drugs.,"Robert More"" is a pseudonym. The calculator was John Tobler probably with revisions by a later hand. The calculations on the calendar pages duplicate those in his Pennsylvania town and country-man's almanack for 1772 published at Wilmington. The astronomical notes on these pages are also Tobler's with some additions and omissions. A column for the moon's age replaces that for tides.; Though the Tobler almanacs issued after his death in 1765 have been attributed to his son John the publisher's preface to the South Carolina and Georgia almanack for 1765 (Savannah) states that Tobler's calculations had then been completed up to 1800. The later almanacs contain no indication that Tobler junior is the author.; Advertised in the Pennsylvania packet Philadelphia Nov. 4 1771.; The Anatomy is the only illustration.; Druggist's advertisement p. [15].; Printer's advertisement p. [29].""",,,,three or four
MJ-MI-List-with-genre-categories.csv,W37137,"The Christian in compleat armour: or, A treatise of the saints war against the Devil. Wherein a discovery is made of that grand enemy of God and his people, in his policies, power, seat of his empire, wickedness, and chief design he hath against th","Gurnall, William","Crukshank, Joseph; M'Gibbons, John",,P,"Devil.; Enemy in the Bible.; Theology, Practical.",,1617-1679.,,,two
MJ-MI-List-with-genre-categories.csv,W38071 ,"A discourse, occasioned by the death of the Reverend George Whitefield, A.M. late chaplain to the Right Honourable the countess of Huntingdon; delivered October 14, 1770, in the Second Presbyterian Church, in the city of Philadelphia, by James Spro","Sproat, James","Bradford, William and Thomas",The London Coffee-House,P,"Whitefield, George, 1714-1770.Funeral sermons -- 1770.; Hymns.","Half-title: Mr.Sproutt's funeral discourse on the death of the Revd. George Whitefield, A.M. Who departed this life at Newbury-Port, in New-England, September 30, 1770. Aged 56.; The service was introduced with the first following hymn from Dr. Watts; and the second from Mr. Whitefield's collection concluded the service ..""--p. 23-25.""",1722-1793.,,,seven
MJ-MI-List-with-genre-categories.csv,W39273,"The News-boy's verses to his customers. January 1, 1772",AnonW39273,,,P,Broadside poems.; Broadsides.; Carriers' addresses -- 1772.; Poems -- 1771.,,,,,six or nine
MJ-MI-List-with-genre-categories.csv,W39443,Reasons why the people called Quakers do not pay tythes,AnonW39443,"Crukshank, Joseph",Third-Street,P,Society of Friends.; Tithes.,"Wrongly attributed to John Gough; sometimes attributed to Joseph Phipps.; First published in 1768 with title: Some brief and serious reasons why the people called Quakers do not pay tythes.; Also issued with ""Brief remarks on the common arguments now used in support of divers ecclesiastical impositions, etc."" by J. Phipps, under the common title: ""Two treatises, containing reasons why the people called Quakers do not pay tythes, etc."" (Evans 12257). The pagination of each treatise is separate, but the signatures are continuous.","Originally printed in London, re-printed in Philadelphia",,,two
MJ-MI-List-with-genre-categories.csv,W41480,"Advice to the people in general, with regard to their health: but particularly calculated for those, who are the most unlikely to be provided in time with the best assistance, in acute diseases, or upon any sudden inward or outward accident. With a t","Tissot, Samuel Auguste David","Sparhawk, John",,P,,,"1728-1797. Originally Printed in London, re-printed in Philadelphia",,,four or seven
MJ-MI-List-with-genre-categories.csv,W41962,"Philadelphia, September [blank] 177 [blank]. Pay to [blank] esq; or order, the sum of [blank] for [blank] days attendence as a member of this House, ",Pennsylvania. General Assembly.,,,P,,,,,,three
MJ-MI-List-with-genre-categories.csv,W42032,"Catalogue of drugs, chymical and galenical preparations, shop furniture, patent medicines, and surgeons instruments, sold by John Day, and Co. Druggists and chymists, in Second-street, Philadelphia","John Day, and Co.","Dunlap, John",Market-Street,P,Advertisements.,,and Co.,,,three
MJ-MI-List-with-genre-categories.csv,W42096,"Brief remarks on the common arguments now used in support of divers ecclesiastical impositions in this nation, especially as they relate to Dissenters. By J. Phipps. [Two lines from Matthew]","Phipps, Joseph","Crukshank, Joseph",Third-Street,P,,"Part of this treatise was printed in 1776 and 1798 in: 'Animadversions on the practice of tithing under the Gospel; .. By Joseph Phipps'.; Also published as part of: 'Two treatises containing reasons why Quakers do not pay tithes. Although separately paged, the signatures are continuous. (Hildeburn)","1708-1787. Originally printed in Norwich, re-printed in Philadelphia",,,seven
MJ-MI-List-with-genre-categories.csv,W42163,"The history of England, from the invasion of Julius Caesar to the Revolution in 1688. In eight volumes. By David Hume, esq; Vol. I","Hume, David",,,P,Prospectuses.,"Below imprint: A list of whose names as encouragders of this American edition will be printed in the last volume of this work.""""",1711-1776. Printed for the subscribers.,,,five
MJ-MI-List-with-genre-categories.csv,W42289,"The royal spiritual magazine; or, the Christian's grand treasure. By several divines. Vol. I","Gurnall, William","Crukshank, Joseph; M'Gibbons, John",,P,,,1617-1679?,,,nine
MJ-MI-List-with-genre-categories.csv,W42508,"Betwixt the 25th of April and the 4th of May, instant, from the dwelling house of Israel Jacobs, at the White Horse in Philadelphia, by a certain Henry Miller, of Bucks county, was stolenly [sic] or feloniously taken, a clothier's screw and box; two ","Ingham, John.",,,P,Advertising -- Early works to 1800.Advertisements.,"Signed: John Ingham.; Dated at head: May 28, 1771.; Dimensions: 24 x 19 cm.",,,,three
MJ-MI-List-with-genre-categories.csv,T469153,"His Majesty's most gracious speech to both Houses of Parliament, on Wednesday, the eighth day of May, 1771",Great Britain. Sovereign George III,"Eyre, Charles; Strahan, William",,L,"Great Britain. Parliament -- 18th century.Speeches, addresses, etc., English -- Early works to 1800Great Britain -- Politics and government -- 1760-1789.","In this edition, there are initials G"" and ""R"" above the royal coat of arms on title page there is a single rule above the roman date in imprint there is a press figure ""3"" on page three and lines two and three of text on page three end: ""season"" and ""session"" respectively (cf. N61776).""",George III 1760-1820,,,seven
MJ-MI-List-with-genre-categories.csv,N469434,"Historical extracts relating to laws, customs, manners, trade, literature, arts, sciences, and remarkable transactions, civil, military, and ecclesiastical. Collected from the most celebrated authors. With a table of contents and index","Velly, Paul Francois.","Heydinger, C.","Opposite Essex-street, in the Strand",L,Law -- Early works to 1800.; Manners and customs -- Early works to 1800.Anthologies.,,,,,five
MJ-MI-List-with-genre-categories.csv,N469463,"An account of the surprising deliverance of the Rev. Mr John Rogers from a threatened imprisonment, by means of a very young lady, and of the lady's after extraordinary conversion. Never before published. To which is annexed, a remarkable instance ",AnonN469463,"Reid, J.; Gray, W.",,E,Freedom of speech in religion -- Early works to 1800.Conversion narratives.,The relief of the Rev. Mr. David Anderson is taken from Dr. Calamy's account of the ejected ministers.,,,,two or five
MJ-MI-List-with-genre-categories.csv,N470239,"Letters inserted in the public ledger. I carefully perused the letter in your paper of Wednesday, containing advice to the Quakers. The author's sentiments in genereal are, in my opinion, just: and his remarks in particular, respecting their Preacher",AnonN470239,,,L,Society of Friends -- Early works to 1800; Quakers -- Early works to 1800.; Letter writing -- Early works to 1800.Broadsides.,Title from caption title and opening lines of text.; Place and date of publication conjectured by cataloguer.; Printed in two columns.,,,,five or seven
MJ-MI-List-with-genre-categories.csv,N470262 ,"A resolution. As wishing will neither procure nor prevent, I hope to continue my state of content, and yield to my lot with a proper submission, and think myself blest in my present condition. ","Fry, John","Hinde, Mary","No 2. in George-Yard, Lombard-Street",L,Society of Friends -- England -- Early works to 1800; Quakers -- England -- Early works to 1800.; Poetry -- Early works to 1800.Broadside poems.; Broadsides.,Verse - As wishing will neither procure nor prevent.; Title from caption title and opening lines of text.; Signed: J. F.; 'A resolution' dated 1762; the lower verse is dated 1770.; Printed in two columns.,1699?-1775.,,,CDM
MJ-MI-List-with-genre-categories.csv,N470413 ,[A] resolution realiz'd,"Fry, John","Hinde, Mary","No 2. in George-Yard, Lombard-Street",L,Society of Friends -- England -- Early works to 1800.; Quakers -- England -- Early works to 1800.; Conduct of life -- Early works to 1800.Broadsides.,Signed: J. F.; Verse - As wishing will neither procure nor prevent.; 'A resolution realiz'd' dated 1762; 'Postscript' in verse is dated 1771.; Edition statement above imprint at foot.,,,,CDM
MJ-MI-List-with-genre-categories.csv,N470786 ,"1771. January hath xxxi days. Full moon 1 day, at 8 morning. Last quarter 7 day, at midnight. New moon 15 day, at 10 night. First quarter 24 day, at 2 morning. Full moon 30 day, at 7 night. ",AnonN470786 ,,,L,"Almanacs -- England -- Early works to 1800.; Almanacs, English -- Early works to 1800.Almanacs.","Title from opening lines of text.; Printed on a single slip and folded, concertina-fashion, to form the pages.; Place of publication conjectured by cataloguer.",,,,four
MJ-MI-List-with-genre-categories.csv,N471590,"Tables, shewing both in Scots and Sterling money, the price of any quantity of grain, &c. from one lippy, or one fourth part of a peck, to a thousand bolls at all the various prices, from L. 3 Scots or 5 s. Sterling to L. 18 Scots or 30 s. Sterling, ","Thomson, John","Murray, A.; Cochran, J.; Kindcaid, A.; Bell, J.",,E,Grain -- Prices -- Great Britain -- Tables -- Early works to 1800.; Grain -- Prices -- Scotland -- Tables -- Early works to 1800.,,1773?-1807?,,,four
MJ-MI-List-with-genre-categories.csv,N471739 ,"Observations upon several passages extracted from a work lately published, entitled, A review of the characters of the principal nations in Europe",AnonN471739,"Almon, J.","Opposite Burlington-House, in Picadilly",L,"Andrews, John, 1736-1809. Review of the characters of the principal nations in Europe -- Criticism and interpretation -- Early works to 1800.","Final 16 pages: A new catalogue of books and pamphlets, printed for J. Almon, bookseller and stationer, opposite Burlington-house, Picadilly. ... London, November, 1770.; With a half-title.",,,,seven
MJ-MI-List-with-genre-categories.csv,N471795,"The harmony of the divine attributes displayed, in the redemption and salvation of sinners by Jesus Christ. Being a sermon preached at Dunfermline, upon the [29]th of September, 1724, immediately after the celebration of the Lord's Supper. From psa","Erskine, Ralph","Robertson, A.",Morison's-close,E,"Secession Church in Scotland -- Sermons -- Early works to 1800.Bible. Psalms, LXXXV, 10 -- Sermons -- Early works to 1800.",In four parts.,1685-1752?,,,two
MJ-MI-List-with-genre-categories.csv,N472003,"The marrow of modern divinity. In two parts. Part I. touching both the covenant of works, and the covenant of grace: with their use and end, both in the time of the Old Testament, and in the time of the New. Clearly describing the way to eternal li","Fisher, Edward","Darling, William","Sold at William Darling's shop, at the south end of the bridge",E,Antinomianism -- Early works to 1800.; Covenant theology -- Early works to 1800.; Salvation -- Early works to 1800.,,active 1627-1655?,,,two
MJ-MI-List-with-genre-categories.csv,N472084,"The universal Scots almanack, for the year of our Lord, M.DCC.LXXI. Being the third after leap year, is, with the greatest submission, dedicated to the honourable Alexander Lockhart, Esq; of Craighouse, Dean, and to the other members of the Faculty",AnonN472084,"Ruddiman, Walter (and Co.)",Parliament Close,E,,,,,,four
MJ-MI-List-with-genre-categories.csv,N472442 ,"A geographical table, (compiled from the best authorities) shewing the present state of the several counties in England and Wales",AnonN472442,,,L,Geography -- Early works to 1800.England -- Geography -- Early works to 1800.; Great Britain -- Geography -- Early works to 1800.; Wales -- Geography -- Early works to 1800.,At foot: Given in the London Magazine for Jan. 1771.,,,,four
MJ-MI-List-with-genre-categories.csv,N472690,Apocrypha,AnonN472690,"Kincaid, Alexander",,E,Sacred books -- Early works to 1800.,Signatures: A-T4.; Printed in two columns.,,,,two
MJ-MI-List-with-genre-categories.csv,N473159 ,"Report from the committee, to whom the several petitions, relating to the embankment of the River Thames, at Durham Yard, were referred",AnonN473159,,,L,Embankments -- England -- Early works to 1800.Thames River (England) -- Early works to 1800.,With a vignette between a rule line and a double rule line above imprint on title page.; Signatures: A-F2.; Place of publication conjectured from internal evidence.,,,,seven or eight
MJ-MI-List-with-genre-categories.csv,N474056,"The London spelling dictionary, or Repository of the English language. Consisting not only of the words, but also of their different significations ... To which is prefixed a concise and comprehensive English grammar","Seally, John","Coote, J.",,L,Encyclopedias and dictionaries -- English -- Early works to 1800.; English language -- Dictionaries -- Early works to 1800.; English language -- Orthography and spelling -- Early works to 1800.Dictionaries.,Catalogued from NN OPAC record.,approximately 1747-1795.,,,four
MJ-MI-List-with-genre-categories.csv,N474432 ,"Abstract of the deed of settlement of the London Union Society; established September 26, 1770, and inrolled in the High Court of Chancery. At present held at the Half-Moon Tavern, in Cheapside",London Union Society ,"Clark, S.",,L,"London Union Society (Half-Moon Tavern, Cheapside, London, England) -- Deeds -- Legal status, laws, etc. -- Early works to 1800.; Great Britain. Court of Chancery -- Deeds -- Legal status, laws, etc. -- Early works to 1800.Abstracts of title -- Law and legislation -- Early works to 1800.; Contracts for deeds -- Law and legislation -- Early works to 1800.; Annuities -- Great Britain -- Early works to 1800.Legal formularies.",Height: 21 cm.; Catalogued from NN OPAC record.,"(Half-Moon Tavern, Cheapside, London, England)",,,eight
MJ-MI-List-with-genre-categories.csv,N475000 ,"A sermon. It is not in the ""Oldness of the letter,"" or in unfeeling formality, but from the animating warmth of gospel love, that I salute this assembly in these expressions; The grace of our Lord Jesus Christ, the love of God, and the Communion of t","Fothergill, Samuel",,,L,Society of Friends -- England -- Early works to 1800.; Quakers -- England -- Early works to 1800.; Salvation -- Early works to 1800.Sermons.,"Anonymous. By Samuel Fothergill.; Title from caption title and opening lines on page 7.; Verify everything; lacking all before page 7.; Society of Friends catalogue card notes that this is another copy of the large 40 edition of 1771, although that ed. is 39 [1] p.",1715-1772.,,,two
MJ-MI-List-with-genre-categories.csv,N475226 ,"A list of the Society. for the encouragement of arts, manufactures, and commerce","Society for the Encouragement of Arts, Manufactures, and Commerce, Great Britain.","Bate, J.","No. 7, Birchin-Lane",L,"Art -- Societies, etc. -- Registers -- Early works to 1800.; Great Britain -- Art patronage -- Registers -- Early works to 1800.; Lists -- Societies, etc. -- Early works to 1800.Membership lists.","A pamphlet.; Bold, double rule above imprint.; On foot of page 59 (1 line each name): More, Mr. Samuel, Secretary[.] Box, Mr. George, Assistant Secretary[.] Bailey, Mr. William, Register[.] Box, Mr. George, Collector.; Height: 20 cm.; Signatures: A-E4]F10.",,,,three
MJ-MI-List-with-genre-categories.csv,N475490 ,"Cato's Distichs de moribus. With a numerical and construing and parsing indes ... To which is added, an English translation of Erasmus's Commentaries on each distich for use of schools ",AnonN475490,"Keith, G.",,L,Latin language -- Grammar -- Early works to 1800.; Latin literature -- Early works to 1800.Grammars.,N. Bailey = Nathan Bailey.; Signatures: A-L6.,,,,four
MJ-MI-List-with-genre-categories.csv,T476463,"Unto the Right Honourable the Lords of Council and Session, the petition of the Incorporation of Tailors in Edinburgh, Canongate, and Potter-row,",Incorporation of Tailors,,,E,"Rae, David, Lord Eskgrove, 1724?-1804 -- Trials, litigation, etc. -- Early works to 1800.Scotland. Court of Session -- Early works to 1800.",Title from caption title.; Caption title ends with a comma.; Dated at head of caption title: January 22. 1771.; Signed on p. 22: Dav. Rae.; Signatures: A-E2]F1.,"Edinburgh, Scotland",,,seven
MJ-MI-List-with-genre-categories.csv,T476464,"Answers for James Paterson and others, staymakers in Edinburgh, to the petition of the Tailors there","Paterson, James",,,E,"Campbell, Ilay, Sir, 1734-1823 -- Trials, litigation, etc. -- Early works to 1800.[Incorporation of Tailors (Edinburgh, Scotland)] -- Trials, litigation, etc.; Scotland. Court of Session -- Early works to 1800.",Title from caption title.; Dated at head of caption title: February 13. 1771.; Signed on p. 15: Ilay Campbell.; Signatures: A-D2.,staymaker in Edinburgh.,,,seven
MJ-MI-List-with-genre-categories.csv,T476467,"Unto the Right Honourable, the Lords of Council and Session, the petition of Mrs Margaret Gib, relict of William Mitchell merchant in Edinburgh,","Gib, Margaret",,,E,"Wight, Alexander, -1793 -- Trials, litigation, etc. -- Early works to 1800.; [Mitchell, William] merchant in Edinburgh -- Trials, litigation, etc. -- Early works to 1800.Scotland. Court of Session -- Early works to 1800.",Title from caption title.; Caption title ends with a comma.; Dated at head of caption title: January 23. 1771.; Signed on p. 16: Alex. Wight; Signatures: A-D2.,No VIAF#,,,seven
MJ-MI-List-with-genre-categories.csv,T476470,"Unto the Right Honourable, the Lords of Council and Session, the petition of James Hunter merchant in Edinburgh,","Hunter, James",,,E,"Rae, David, Lord Eskgrove, 1724?-1804 -- Trials, litigation, etc. -- Early works to 1800.Scotland. Court of Session -- Early works to 1800.",Title from caption title.; Caption title ends with a comma.; Dated at head of caption title: February 5. 1771.; Signed on p. 11: Dav. Rae.; Signatures: A-C2.,merchant in Edinburgh.,,,seven
MJ-MI-List-with-genre-categories.csv,T476471,"Answers for Alexander Farquharson accomptant in Edinburgh, trustee for the creditors of Messrs Hogg and Son, to the petition of James Hunter merchant in Edinburgh","Farquharson, Alexander",,,E,"[Hunter, James] merchant in Edinburgh -- Trials, litigation, etc. -- Early works to 1800.; Campbell, Ilay, Sir, 1734-1823 -- Trials, litigation, etc. -- Early works to 1800.William Hogg and Son -- Trials, litigation, etc. -- Early works to 1800.; Scotland. Court of Session -- Early works to 1800.",Title from caption title.; Dated at head of caption title: Feb. 28. 1771.; Signed on p. 12: Ilay Campbell.; Signatures: A-C2.,(Accountant),,,seven
MJ-MI-List-with-genre-categories.csv,T476497,"Answers for James Paterson stay-maker in Edinburgh; and William Hay Junior, writer to the Signet, his factor to the petition of William Taylor writer in Edinburgh","Paterson, James",,,E,"[Hay, William] Junior, writer to the Signet -- Trials, litigation, etc. -- Early works to 1800.; Taylor, William, writer in Edinburgh -- Trials, litigation, etc. -- Early works to 1800.; [Elphinstone, Alexander], 1738-1795 -- Trials, litigation, etc.Scotland. Court of Session -- Early works to 1800.","Title from caption title.; Dated at head of caption title: January 5th, 1771.; Signed on p. 9: Alex. Elphinston.; Signatures: A4][B]2(-B1).; Blank B1 cancelled and text complete.",staymaker in Edinburgh.,,,seven
MJ-MI-List-with-genre-categories.csv,T476503,"Answers for Alexander Houston and Company merchants in Glasgow, for themselves, and as assignees of William Crawfurd and Robert M'Nair merchants there; to the petition of Claud and Walter Stewarts candlemakers and soap-boilers in Glasgow",Alexander Houston and Company.,,,E,"Macnair, Robert -- Trials, litigation, etc. -- Early works to 1800.; [Crawfurd, William] merchant in Glasgow -- Trials, litigation, etc -- Early works to 1800.; [Stewart, Claud] candlemaker in Glasgow -- Trials, litigation, etc. -- Early works to 180Scotland. Court of Session -- Early works to 1800.",Title from caption title.; Dated at head of caption title: Jan. 5. 1771.; Signed on p. 6: Robert Cullen.; Signatures: A2]B1.,,,,seven
MJ-MI-List-with-genre-categories.csv,T476505,"Answers for Archibald Earl of Eglintoune, to the petition of Janet Fulton relict of James Galt tenant in Dreghorn","Montgomerie, Archibald",,,E,"[Fulton, Janet] tenant in Dreghorn -- Trials, litigation, etc. -- Early works to 1800.; Lockhart, Alexander, Lord Covington, 1700-1782 -- Trials, litigation, etc. -- Early works to 1800.Scotland. Court of Session -- Early works to 1800.","Title from caption title.; Above caption title: Removing.; Dated at head of caption title: January 5, 1771.; Signed on p. 14: Alex. Lockhart.; Signatures: A-C2]D1.",1726-1796.,,,seven
MJ-MI-List-with-genre-categories.csv,T476507,"Answers for Robert Mitchell, residenter in Edinburgh, to the petition of Margaret, Anne, and Janet Brands, daughters of the deceased Andrew Brand, baker in Canongate; and George Hutchison, painter in Edinburgh, husband to the said Anne, for his inter","Mitchell, Robert",,,E,"[Brand, Margaret] of Edinburgh -- Trials, litigation, etc. -- Early works to 1800.; [Brand, Anne] of Edinburgh -- Trials, litigation, etc. -- Early works to 1800.; [Brand, Janet] of Edinburgh -- Trials, litigation, etc. -- Early works to 1800.; [HutcScotland. Court of Session -- Early works to 1800.",Title from caption title.; Dated at head of caption title: January 5. 1771.; Signed on p. 10: Ro. Macqueen.; Vertical chain lines.; Signatures: A-B2]C1.,,,,seven
MJ-MI-List-with-genre-categories.csv,T476509,"Answers for May Laurie, spouse to George Boyd merchant in Edinburgh, and him for his interest, to the petition of John Waddel, eldest son and heir of the deceased John Waddel of Knowhoble, and his tutors and curators","Laurie, May",,,E,"Boyd, George -- Trials, litigation, etc. -- Early works to 1800.; [Waddel, John] of Knowhoble -- Trials, litigation, etc. -- Early works to 1800.; Dalrymple, David, 1719-1784 -- Trials, litigation, etc. -- Early works to 1800.Scotland. Court of Session -- Early works to 1800.",Title from caption title.; Dated at head of caption title: January 5. 1771.; Signed on p. 11: Dav. Dalrymple.; Vertical chain lines.; Signatures: A-C2.,No VIAF#,,,seven
